timestamp_min,pot_w
173,-1413.594
174,-1413.594
175,-1413.594
176,-1413.594
177,-1413.594
178,-1413.594
179,-1413.594
180,1413.594
181,1413.594
182,1413.594
183,1413.594
184,1413.594
185,1413.594
186,1413.594
187,1413.594
188,1413.594
189,1413.594
190,1413.594
191,1413.594
192,1413.594
193,1413.594
194,1413.594
195,1413.594
196,1413.594
197,1413.594
198,1413.594
199,1413.594
200,1413.594
201,1413.594
202,1413.594
203,1413.594
204,1413.594
205,1413.594
206,1413.594
207,1413.594
208,1413.594
209,1413.594
210,1413.594
211,1413.594
212,1413.594
213,1413.594
214,1413.594
215,1413.594
216,1413.594
217,1413.594
218,1413.594
219,1413.594
220,1413.594
221,1413.594
222,1413.594
223,1413.594
224,1413.594
225,1413.594
226,1413.594
227,1413.594
228,1413.594
229,1413.594
230,1413.594
231,1413.594
232,1413.594
233,1413.594
234,1413.594
235,1413.594
236,1413.594
237,1413.594
238,1413.594
239,1413.594
240,1413.594
241,1413.594
242,1413.594
243,1413.594
244,1413.594
245,1413.594
246,1413.594
247,1413.594
248,1413.594
249,1413.594
250,1413.594
251,1413.594
252,1413.594
253,1413.594
254,1413.594
255,1413.594
256,1413.594
257,1413.594
258,1413.594
259,1413.594
260,1413.594
261,1413.594
262,1413.594
263,1413.594
264,1413.594
265,1413.594
266,1413.594
267,1413.594
268,1413.594
269,1413.594
270,1413.594
271,1413.594
272,1413.594
273,1413.594
274,1413.594
275,1413.594
276,1413.594
277,1413.594
278,1413.594
279,1413.594
280,1413.594
281,1413.594
282,1413.594
283,1413.594
284,1413.594
285,1413.594
286,1413.594
287,1413.594
288,1413.594
289,1413.594
290,1413.594
291,1413.594
292,1413.594
293,1413.594
294,1413.594
295,1413.594
296,1413.594
297,1413.594
298,1413.594
299,1413.594
300,-1413.594
301,-1413.594
302,-1413.594
303,-1413.594
304,-1413.594
305,-1413.594
306,-1413.594
307,-1413.594
308,-1413.594
309,-1413.594
310,-1413.594
311,-1413.594
312,-1413.594
313,-1413.594
314,-1413.594
315,-1413.594
316,-1413.594
317,-1413.594
318,-1413.594
319,-1413.594
320,-1413.594
321,-1413.594
322,-1413.594
323,-1413.594
324,-1413.594
325,-1413.594
326,-1413.594
327,-1413.594
328,-1413.594
329,-1413.594
330,-1413.594
331,-1413.594
332,-1413.594
333,-1413.594
334,-1413.594
335,-1413.594
336,-1413.594
337,-1413.594
338,-1413.594
339,-1413.594
340,-1413.594
341,-1413.594
342,-1413.594
343,-1413.594
344,-1413.594
345,-1413.594
346,-1413.594
347,-1413.594
348,-1413.594
349,-1413.594
350,-1413.594
351,-1413.594
352,-1413.594
353,-1413.594
354,-1413.594
355,-1413.594
356,-1413.594
357,-1413.594
358,-1413.594
359,-1413.594
360,-1413.594
361,-1413.594
362,-1413.594
363,-1413.594
364,-1413.594
365,-1413.594
366,-1413.594
367,-1413.594
368,-1413.594
369,-1413.594
370,-1413.594
371,-1413.594
372,-1413.594
373,-1413.594
374,-1413.594
375,-1413.594
376,-1413.594
377,-1413.594
378,-1413.594
379,-1413.594
380,-1413.594
381,-1413.594
382,-1413.594
383,-1413.594
384,-1413.594
385,-1413.594
386,-1413.594
387,-1413.594
388,-1413.594
389,-1413.594
390,-1413.594
391,-1413.594
392,-1413.594
393,-1413.594
394,-1413.594
395,-1413.594
396,-1413.594
397,-1413.594
398,-1413.594
399,-1413.594
400,-1413.594
401,-1413.594
402,-1413.594
403,-1413.594
404,-1413.594
405,-1413.594
406,-1413.594
407,-1413.594
408,-1413.594
409,-1413.594
410,-1413.594
411,-1413.594
412,-1413.594
413,-1413.594
414,-1413.594
415,-1413.594
416,-1413.594
417,-1413.594
418,-1413.594
419,-1413.594
420,1413.594
421,1413.594
422,1413.594
423,1413.594
424,1413.594
425,1413.594
426,1413.594
427,1413.594
428,1413.594
429,1413.594
430,1413.594
431,1413.594
432,1413.594
433,1413.594
434,1413.594
435,1413.594
436,1413.594
437,1413.594
438,1413.594
439,1413.594
440,1413.594
441,1413.594
442,1413.594
443,1413.594
444,1413.594
445,1413.594
446,1413.594
447,1413.594
448,1413.594
449,1413.594
450,1413.594
451,1413.594
452,1413.594
453,1413.594
454,1413.594
455,1413.594
456,1413.594
457,1413.594
458,1413.594
459,1413.594
460,1413.594
461,1413.594
462,1413.594
463,1413.594
464,1413.594
465,1413.594
466,1413.594
467,1413.594
468,1413.594
469,1413.594
470,1413.594
471,1413.594
472,1413.594
473,1413.594
474,1413.594
475,1413.594
476,1413.594
477,1413.594
478,1413.594
479,1413.594
480,1413.594
481,1413.594
482,1413.594
483,1413.594
484,1413.594
485,1413.594
486,1413.594
487,1413.594
488,1413.594
489,1413.594
490,1413.594
491,1413.594
492,1413.594
493,1413.594
494,1413.594
495,1413.594
496,1413.594
497,1413.594
498,1413.594
499,1413.594
500,1413.594
501,1413.594
502,1413.594
503,1413.594
504,1413.594
505,1413.594
506,1413.594
507,1413.594
508,1413.594
509,1413.594
510,1413.594
511,1413.594
512,1413.594
513,1413.594
514,1413.594
515,1413.594
516,1413.594
517,1413.594
518,1413.594
519,1413.594
520,1413.594
521,1413.594
522,1413.594
523,1413.594
524,1413.594
525,1413.594
526,1413.594
527,1413.594
528,1413.594
529,1413.594
530,1413.594
531,1413.594
532,1413.594
533,1413.594
534,1413.594
535,1413.594
536,1413.594
537,1413.594
538,1413.594
539,1413.594
540,-1413.594
541,-1413.594
542,-1413.594
543,-1413.594
544,-1413.594
545,-1413.594
546,-1413.594
547,-1413.594
548,-1413.594
549,-1413.594
550,-1413.594
551,-1413.594
552,-1413.594
553,-1413.594
554,-1413.594
555,-1413.594
556,-1413.594
557,-1413.594
558,-1413.594
559,-1413.594
560,-1413.594
561,-1413.594
562,-1413.594
563,-1413.594
564,-1413.594
565,-1413.594
566,-1413.594
567,-1413.594
568,-1413.594
569,-1413.594
570,-1413.594
571,-1413.594
572,-1413.594
573,-1413.594
574,-1413.594
575,-1413.594
576,-1413.594
577,-1413.594
578,-1413.594
579,-1413.594
580,-1413.594
581,-1413.594
582,-1413.594
583,-1413.594
584,-1413.594
585,-1413.594
586,-1413.594
587,-1413.594
588,-1413.594
589,-1413.594
590,-1413.594
591,-1413.594
592,-1413.594
593,-1413.594
594,-1413.594
595,-1413.594
596,-1413.594
597,-1413.594
598,-1413.594
599,-1413.594
600,-1413.594
601,-1413.594
602,-1413.594
603,-1413.594
604,-1413.594
605,-1413.594
606,-1413.594
607,-1413.594
608,-1413.594
609,-1413.594
610,-1413.594
611,-1413.594
612,-1413.594
613,-1413.594
614,-1413.594
615,-1413.594
616,-1413.594
617,-1413.594
618,-1413.594
619,-1413.594
620,-1413.594
621,-1413.594
622,-1413.594
623,-1413.594
624,-1413.594
625,-1413.594
626,-1413.594
627,-1413.594
628,-1413.594
629,-1413.594
630,-1413.594
631,-1413.594
632,-1413.594
633,-1413.594
634,-1413.594
635,-1413.594
636,-1413.594
637,-1413.594
638,-1413.594
639,-1413.594
640,-1413.594
641,-1413.594
642,-1413.594
643,-1413.594
644,-1413.594
645,-1413.594
646,-1413.594
647,-1413.594
648,-1413.594
649,-1413.594
650,-1413.594
651,-1413.594
652,-1413.594
653,-1413.594
654,-1413.594
655,-1413.594
656,-1413.594
657,-1413.594
658,-1413.594
659,-1413.594
660,1413.594
661,1413.594
662,1413.594
663,1413.594
664,1413.594
665,1413.594
666,1413.594
667,1413.594
668,1413.594
669,1413.594
670,1413.594
671,1413.594
672,1413.594
673,1413.594
674,1413.594
675,1413.594
676,1413.594
677,1413.594
678,1413.594
679,1413.594
680,1413.594
681,1413.594
682,1413.594
683,1413.594
684,1413.594
685,1413.594
686,1413.594
687,1413.594
688,1413.594
689,1413.594
690,1413.594
691,1413.594
692,1413.594
693,1413.594
694,1413.594
695,1413.594
696,1413.594
697,1413.594
698,1413.594
699,1413.594
700,1413.594
701,1413.594
702,1413.594
703,1413.594
704,1413.594
705,1413.594
706,1413.594
707,1413.594
708,1413.594
709,1413.594
710,1413.594
711,1413.594
712,1413.594
713,1413.594
714,1413.594
715,1413.594
716,1413.594
717,1413.594
718,1413.594
719,1413.594
720,1413.594
721,1413.594
722,1413.594
723,1413.594
724,1413.594
725,1413.594
726,1413.594
727,1413.594
728,1413.594
729,1413.594
730,1413.594
731,1413.594
732,1413.594
733,1413.594
734,1413.594
735,1413.594
736,1413.594
737,1413.594
738,1413.594
739,1413.594
740,1413.594
741,1413.594
742,1413.594
743,1413.594
744,1413.594
745,1413.594
746,1413.594
747,1413.594
748,1413.594
749,1413.594
750,1413.594
751,1413.594
752,1413.594
753,1413.594
754,1413.594
755,1413.594
756,1413.594
757,1413.594
758,1413.594
759,1413.594
760,1413.594
761,1413.594
762,1413.594
763,1413.594
764,1413.594
765,1413.594
766,1413.594
767,1413.594
768,1413.594
769,1413.594
770,1413.594
771,1413.594
772,1413.594
773,1413.594
774,1413.594
775,1413.594
776,1413.594
777,1413.594
778,1413.594
779,1413.594
780,-1413.594
781,-1413.594
782,-1413.594
783,-1413.594
784,-1413.594
785,-1413.594
786,-1413.594
787,-1413.594
788,-1413.594
789,-1413.594
790,-1413.594
791,-1413.594
792,-1413.594
793,-1413.594
794,-1413.594
795,-1413.594
796,-1413.594
797,-1413.594
798,-1413.594
799,-1413.594
800,-1413.594
801,-1413.594
802,-1413.594
803,-1413.594
804,-1413.594
805,-1413.594
806,-1413.594
807,-1413.594
808,-1413.594
809,-1413.594
810,-1413.594
811,-1413.594
812,-1413.594
813,-1413.594
814,-1413.594
815,-1413.594
816,-1413.594
817,-1413.594
818,-1413.594
819,-1413.594
820,-1413.594
821,-1413.594
822,-1413.594
823,-1413.594
824,-1413.594
825,-1413.594
826,-1413.594
827,-1413.594
828,-1413.594
829,-1413.594
830,-1413.594
831,-1413.594
832,-1413.594
833,-1413.594
834,-1413.594
835,-1413.594
836,-1413.594
837,-1413.594
838,-1413.594
839,-1413.594
840,-1413.594
841,-1413.594
842,-1413.594
843,-1413.594
844,-1413.594
845,-1413.594
846,-1413.594
847,-1413.594
848,-1413.594
849,-1413.594
850,-1413.594
851,-1413.594
852,-1413.594
853,-1413.594
854,-1413.594
855,-1413.594
856,-1413.594
857,-1413.594
858,-1413.594
859,-1413.594
860,-1413.594
861,-1413.594
862,-1413.594
863,-1413.594
864,-1413.594
865,-1413.594
866,-1413.594
867,-1413.594
868,-1413.594
869,-1413.594
870,-1413.594
871,-1413.594
872,-1413.594
873,-1413.594
874,-1413.594
875,-1413.594
876,-1413.594
877,-1413.594
878,-1413.594
879,-1413.594
880,-1413.594
881,-1413.594
882,-1413.594
883,-1413.594
884,-1413.594
885,-1413.594
886,-1413.594
887,-1413.594
888,-1413.594
889,-1413.594
890,-1413.594
891,-1413.594
892,-1413.594
893,-1413.594
894,-1413.594
895,-1413.594
896,-1413.594
897,-1413.594
898,-1413.594
899,-1413.594
900,1413.594
901,1413.594
902,1413.594
903,1413.594
904,1413.594
905,1413.594
906,1413.594
907,1413.594
908,1413.594
909,1413.594
910,1413.594
911,1413.594
912,1413.594
913,1413.594
914,1413.594
915,1413.594
916,1413.594
917,1413.594
918,1413.594
919,1413.594
920,1413.594
921,1413.594
922,1413.594
923,1413.594
924,1413.594
925,1413.594
926,1413.594
927,1413.594
928,1413.594
929,1413.594
930,1413.594
931,1413.594
932,1413.594
933,1413.594
934,1413.594
935,1413.594
936,1413.594
937,1413.594
938,1413.594
939,1413.594
940,1413.594
941,1413.594
942,1413.594
943,1413.594
944,1413.594
945,1413.594
946,1413.594
947,1413.594
948,1413.594
949,1413.594
950,1413.594
951,1413.594
952,1413.594
953,1413.594
954,1413.594
955,1413.594
956,1413.594
957,1413.594
958,1413.594
959,1413.594
960,1413.594
961,1413.594
962,1413.594
963,1413.594
964,1413.594
965,1413.594
966,1413.594
967,1413.594
968,1413.594
969,1413.594
970,1413.594
971,1413.594
972,1413.594
973,1413.594
974,1413.594
975,1413.594
976,1413.594
977,1413.594
978,1413.594
979,1413.594
980,1413.594
981,1413.594
982,1413.594
983,1413.594
984,1413.594
985,1413.594
986,1413.594
987,1413.594
988,1413.594
989,1413.594
990,1413.594
991,1413.594
992,1413.594
993,1413.594
994,1413.594
995,1413.594
996,1413.594
997,1413.594
998,1413.594
999,1413.594
1000,1413.594
1001,1413.594
1002,1413.594
1003,1413.594
1004,1413.594
1005,1413.594
1006,1413.594
1007,1413.594
1008,1413.594
1009,1413.594
1010,1413.594
1011,1413.594
1012,1413.594
1013,1413.594
1014,1413.594
1015,1413.594
1016,1413.594
1017,1413.594
1018,1413.594
1019,1413.594
1020,-1413.594
1021,-1413.594
1022,-1413.594
1023,-1413.594
1024,-1413.594
1025,-1413.594
1026,-1413.594
1027,-1413.594
1028,-1413.594
1029,-1413.594
1030,-1413.594
1031,-1413.594
1032,-1413.594
1033,-1413.594
1034,-1413.594
1035,-1413.594
1036,-1413.594
1037,-1413.594
1038,-1413.594
1039,-1413.594
1040,-1413.594
1041,-1413.594
1042,-1413.594
1043,-1413.594
1044,-1413.594
1045,-1413.594
1046,-1413.594
1047,-1413.594
1048,-1413.594
1049,-1413.594
1050,-1413.594
1051,-1413.594
1052,-1413.594
1053,-1413.594
1054,-1413.594
1055,-1413.594
1056,-1413.594
1057,-1413.594
1058,-1413.594
1059,-1413.594
1060,-1413.594
1061,-1413.594
1062,-1413.594
1063,-1413.594
1064,-1413.594
1065,-1413.594
1066,-1413.594
1067,-1413.594
1068,-1413.594
1069,-1413.594
1070,-1413.594
1071,-1413.594
1072,-1413.594
1073,-1413.594
1074,-1413.594
1075,-1413.594
1076,-1413.594
1077,-1413.594
1078,-1413.594
1079,-1413.594
1080,-1413.594
1081,-1413.594
1082,-1413.594
1083,-1413.594
1084,-1413.594
1085,-1413.594
1086,-1413.594
1087,-1413.594
1088,-1413.594
1089,-1413.594
1090,-1413.594
1091,-1413.594
1092,-1413.594
1093,-1413.594
1094,-1413.594
1095,-1413.594
1096,-1413.594
1097,-1413.594
1098,-1413.594
1099,-1413.594
1100,-1413.594
1101,-1413.594
1102,-1413.594
1103,-1413.594
1104,-1413.594
1105,-1413.594
1106,-1413.594
1107,-1413.594
1108,-1413.594
1109,-1413.594
1110,-1413.594
1111,-1413.594
1112,-1413.594
1113,-1413.594
1114,-1413.594
1115,-1413.594
1116,-1413.594
1117,-1413.594
1118,-1413.594
1119,-1413.594
1120,-1413.594
1121,-1413.594
1122,-1413.594
1123,-1413.594
1124,-1413.594
1125,-1413.594
1126,-1413.594
1127,-1413.594
1128,-1413.594
1129,-1413.594
1130,-1413.594
1131,-1413.594
1132,-1413.594
1133,-1413.594
1134,-1413.594
1135,-1413.594
1136,-1413.594
1137,-1413.594
1138,-1413.594
1139,-1413.594
1140,1413.594
1141,1413.594
1142,1413.594
1143,1413.594
1144,1413.594
1145,1413.594
1146,1413.594
1147,1413.594
1148,1413.594
1149,1413.594
1150,1413.594
1151,1413.594
1152,1413.594
1153,1413.594
1154,1413.594
1155,1413.594
1156,1413.594
1157,1413.594
1158,1413.594
1159,1413.594
1160,1413.594
1161,1413.594
1162,1413.594
1163,1413.594
1164,1413.594
1165,1413.594
1166,1413.594
1167,1413.594
1168,1413.594
1169,1413.594
1170,1413.594
1171,1413.594
1172,1413.594
1173,1413.594
1174,1413.594
1175,1413.594
1176,1413.594
1177,1413.594
1178,1413.594
1179,1413.594
1180,1413.594
1181,1413.594
1182,1413.594
1183,1413.594
1184,1413.594
1185,1413.594
1186,1413.594
1187,1413.594
1188,1413.594
1189,1413.594
1190,1413.594
1191,1413.594
1192,1413.594
1193,1413.594
1194,1413.594
1195,1413.594
1196,1413.594
1197,1413.594
1198,1413.594
1199,1413.594
1200,1413.594
1201,1413.594
1202,1413.594
1203,1413.594
1204,1413.594
1205,1413.594
1206,1413.594
1207,1413.594
1208,1413.594
1209,1413.594
1210,1413.594
1211,1413.594
1212,1413.594
1213,1413.594
1214,1413.594
1215,1413.594
1216,1413.594
1217,1413.594
1218,1413.594
1219,1413.594
1220,1413.594
1221,1413.594
1222,1413.594
1223,1413.594
1224,1413.594
1225,1413.594
1226,1413.594
1227,1413.594
1228,1413.594
1229,1413.594
1230,1413.594
1231,1413.594
1232,1413.594
1233,1413.594
1234,1413.594
1235,1413.594
1236,1413.594
1237,1413.594
1238,1413.594
1239,1413.594
1240,1413.594
1241,1413.594
1242,1413.594
1243,1413.594
1244,1413.594
1245,1413.594
1246,1413.594
1247,1413.594
1248,1413.594
1249,1413.594
1250,1413.594
1251,1413.594
1252,1413.594
1253,1413.594
1254,1413.594
1255,1413.594
1256,1413.594
1257,1413.594
1258,1413.594
1259,1413.594
1260,-1413.594
1261,-1413.594
1262,-1413.594
1263,-1413.594
1264,-1413.594
1265,-1413.594
1266,-1413.594
1267,-1413.594
1268,-1413.594
1269,-1413.594
1270,-1413.594
1271,-1413.594
1272,-1413.594
1273,-1413.594
1274,-1413.594
1275,-1413.594
1276,-1413.594
1277,-1413.594
1278,-1413.594
1279,-1413.594
1280,-1413.594
1281,-1413.594
1282,-1413.594
1283,-1413.594
1284,-1413.594
1285,-1413.594
1286,-1413.594
1287,-1413.594
1288,-1413.594
1289,-1413.594
1290,-1413.594
1291,-1413.594
1292,-1413.594
1293,-1413.594
1294,-1413.594
1295,-1413.594
1296,-1413.594
1297,-1413.594
1298,-1413.594
1299,-1413.594
1300,-1413.594
1301,-1413.594
1302,-1413.594
1303,-1413.594
1304,-1413.594
1305,-1413.594
1306,-1413.594
1307,-1413.594
1308,-1413.594
1309,-1413.594
1310,-1413.594
1311,-1413.594
1312,-1413.594
1313,-1413.594
1314,-1413.594
1315,-1413.594
1316,-1413.594
1317,-1413.594
1318,-1413.594
1319,-1413.594
1320,-1413.594
1321,-1413.594
1322,-1413.594
1323,-1413.594
1324,-1413.594
1325,-1413.594
1326,-1413.594
1327,-1413.594
1328,-1413.594
1329,-1413.594
1330,-1413.594
1331,-1413.594
1332,-1413.594
1333,-1413.594
1334,-1413.594
1335,-1413.594
1336,-1413.594
1337,-1413.594
1338,-1413.594
1339,-1413.594
1340,-1413.594
1341,-1413.594
1342,-1413.594
1343,-1413.594
1344,-1413.594
1345,-1413.594
1346,-1413.594
1347,-1413.594
1348,-1413.594
1349,-1413.594
1350,-1413.594
1351,-1413.594
1352,-1413.594
1353,-1413.594
1354,-1413.594
1355,-1413.594
1356,-1413.594
1357,-1413.594
1358,-1413.594
1359,-1413.594
1360,-1413.594
1361,-1413.594
1362,-1413.594
1363,-1413.594
1364,-1413.594
1365,-1413.594
1366,-1413.594
1367,-1413.594
1368,-1413.594
1369,-1413.594
1370,-1413.594
1371,-1413.594
1372,-1413.594
1373,-1413.594
1374,-1413.594
1375,-1413.594
1376,-1413.594
1377,-1413.594
1378,-1413.594
1379,-1413.594
1380,1413.594
1381,1413.594
1382,1413.594
1383,1413.594
1384,1413.594
1385,1413.594
1386,1413.594
1387,1413.594
1388,1413.594
1389,1413.594
1390,1413.594
1391,1413.594
1392,1413.594
1393,1413.594
1394,1413.594
1395,1413.594
1396,1413.594
1397,1413.594
1398,1413.594
1399,1413.594
1400,1413.594
1401,1413.594
1402,1413.594
1403,1413.594
1404,1413.594
1405,1413.594
1406,1413.594
1407,1413.594
1408,1413.594
1409,1413.594
1410,1413.594
1411,1413.594
1412,1413.594
1413,1413.594
1414,1413.594
1415,1413.594
1416,1413.594
1417,1413.594
1418,1413.594
1419,1413.594
1420,1413.594
1421,1413.594
1422,1413.594
1423,1413.594
1424,1413.594
1425,1413.594
1426,1413.594
1427,1413.594
1428,1413.594
1429,1413.594
1430,1413.594
1431,1413.594
1432,1413.594
1433,1413.594
1434,1413.594
1435,1413.594
1436,1413.594
1437,1413.594
1438,1413.594
1439,1413.594
1440,1413.594
1441,1413.594
1442,1413.594
1443,1413.594
1444,1413.594
1445,1413.594
1446,1413.594
1447,1413.594
1448,1413.594
1449,1413.594
1450,1413.594
1451,1413.594
1452,1413.594
1453,1413.594
1454,1413.594
1455,1413.594
1456,1413.594
1457,1413.594
1458,1413.594
1459,1413.594
1460,1413.594
1461,1413.594
1462,1413.594
1463,1413.594
1464,1413.594
1465,1413.594
1466,1413.594
1467,1413.594
1468,1413.594
1469,1413.594
1470,1413.594
1471,1413.594
1472,1413.594
1473,1413.594
1474,1413.594
1475,1413.594
1476,1413.594
1477,1413.594
1478,1413.594
1479,1413.594
1480,1413.594
1481,1413.594
1482,1413.594
1483,1413.594
1484,1413.594
1485,1413.594
1486,1413.594
1487,1413.594
1488,1413.594
1489,1413.594
1490,1413.594
1491,1413.594
1492,1413.594
1493,1413.594
1494,1413.594
1495,1413.594
1496,1413.594
1497,1413.594
1498,1413.594
1499,1413.594
1500,-1413.594
1501,-1413.594
1502,-1413.594
1503,-1413.594
1504,-1413.594
1505,-1413.594
1506,-1413.594
1507,-1413.594
1508,-1413.594
1509,-1413.594
1510,-1413.594
1511,-1413.594
1512,-1413.594
1513,-1413.594
1514,-1413.594
1515,-1413.594
1516,-1413.594
1517,-1413.594
1518,-1413.594
1519,-1413.594
1520,-1413.594
1521,-1413.594
1522,-1413.594
1523,-1413.594
1524,-1413.594
1525,-1413.594
1526,-1413.594
1527,-1413.594
1528,-1413.594
1529,-1413.594
1530,-1413.594
1531,-1413.594
1532,-1413.594
1533,-1413.594
1534,-1413.594
1535,-1413.594
1536,-1413.594
1537,-1413.594
1538,-1413.594
1539,-1413.594
1540,-1413.594
1541,-1413.594
1542,-1413.594
1543,-1413.594
1544,-1413.594
1545,-1413.594
1546,-1413.594
1547,-1413.594
1548,-1413.594
1549,-1413.594
1550,-1413.594
1551,-1413.594
1552,-1413.594
1553,-1413.594
1554,-1413.594
1555,-1413.594
1556,-1413.594
1557,-1413.594
1558,-1413.594
1559,-1413.594
1560,-1413.594
1561,-1413.594
1562,-1413.594
1563,-1413.594
1564,-1413.594
1565,-1413.594
1566,-1413.594
1567,-1413.594
1568,-1413.594
1569,-1413.594
1570,-1413.594
1571,-1413.594
1572,-1413.594
1573,-1413.594
1574,-1413.594
1575,-1413.594
1576,-1413.594
1577,-1413.594
1578,-1413.594
1579,-1413.594
1580,-1413.594
1581,-1413.594
1582,-1413.594
1583,-1413.594
1584,-1413.594
1585,-1413.594
1586,-1413.594
1587,-1413.594
1588,-1413.594
1589,-1413.594
1590,-1413.594
1591,-1413.594
1592,-1413.594
1593,-1413.594
1594,-1413.594
1595,-1413.594
1596,-1413.594
1597,-1413.594
1598,-1413.594
1599,-1413.594
1600,-1413.594
1601,-1413.594
1602,-1413.594
1603,-1413.594
1604,-1413.594
1605,-1413.594
1606,-1413.594
1607,-1413.594
1608,-1413.594
1609,-1413.594
1610,-1413.594
1611,-1413.594
1612,-1413.594
1613,-1413.594
1614,-1413.594
1615,-1413.594
1616,-1413.594
1617,-1413.594
1618,-1413.594
1619,-1413.594
1620,1413.594
1621,1413.594
1622,1413.594
1623,1413.594
1624,1413.594
1625,1413.594
1626,1413.594
1627,1413.594
1628,1413.594
1629,1413.594
1630,1413.594
1631,1413.594
1632,1413.594
1633,1413.594
1634,1413.594
1635,1413.594
1636,1413.594
1637,1413.594
1638,1413.594
1639,1413.594
1640,1413.594
1641,1413.594
1642,1413.594
1643,1413.594
1644,1413.594
1645,1413.594
1646,1413.594
1647,1413.594
1648,1413.594
1649,1413.594
1650,1413.594
1651,1413.594
1652,1413.594
1653,1413.594
1654,1413.594
1655,1413.594
1656,1413.594
1657,1413.594
1658,1413.594
1659,1413.594
1660,1413.594
1661,1413.594
1662,1413.594
1663,1413.594
1664,1413.594
1665,1413.594
1666,1413.594
1667,1413.594
1668,1413.594
1669,1413.594
1670,1413.594
1671,1413.594
1672,1413.594
1673,1413.594
1674,1413.594
1675,1413.594
1676,1413.594
1677,1413.594
1678,1413.594
1679,1413.594
1680,1413.594
1681,1413.594
1682,1413.594
1683,1413.594
1684,1413.594
1685,1413.594
1686,1413.594
1687,1413.594
1688,1413.594
1689,1413.594
1690,1413.594
1691,1413.594
1692,1413.594
1693,1413.594
1694,1413.594
1695,1413.594
1696,1413.594
1697,1413.594
1698,1413.594
1699,1413.594
1700,1413.594
1701,1413.594
1702,1413.594
1703,1413.594
1704,1413.594
1705,1413.594
1706,1413.594
1707,1413.594
1708,1413.594
1709,1413.594
1710,1413.594
1711,1413.594
1712,1413.594
1713,1413.594
1714,1413.594
1715,1413.594
1716,1413.594
1717,1413.594
1718,1413.594
1719,1413.594
1720,1413.594
1721,1413.594
1722,1413.594
1723,1413.594
1724,1413.594
1725,1413.594
1726,1413.594
1727,1413.594
1728,1413.594
1729,1413.594
1730,1413.594
1731,1413.594
1732,1413.594
1733,1413.594
1734,1413.594
1735,1413.594
1736,1413.594
1737,1413.594
1738,1413.594
1739,1413.594
1740,-1413.594
1741,-1413.594
1742,-1413.594
1743,-1413.594
1744,-1413.594
1745,-1413.594
1746,-1413.594
1747,-1413.594
1748,-1413.594
1749,-1413.594
1750,-1413.594
1751,-1413.594
1752,-1413.594
1753,-1413.594
1754,-1413.594
1755,-1413.594
1756,-1413.594
1757,-1413.594
1758,-1413.594
1759,-1413.594
1760,-1413.594
1761,-1413.594
1762,-1413.594
1763,-1413.594
